n,ID,Species_reported,Species_accepted,Temperature,Growth_form,Distribution,Microhabitat,Dry_mass,Dormancy,Species_acceptedLCVP,t50_Farooq
203,80,Lavoisiera pulcherrima,Lavoisiera pulcherrima,30,Shrub,Restricted,Mesic,0.004,ND,Lavoisiera_pulcherrima,10
204,80,Lavoisiera pulcherrima,Lavoisiera pulcherrima,30,Shrub,Restricted,Mesic,0.004,ND,Lavoisiera_pulcherrima,10
205,80,Lavoisiera subulata,Lavoisiera subulata,25,Shrub,Widespread,Mesic,0.00275,ND,Lavoisiera_subulata,14.625
206,80,Lavoisiera subulata,Lavoisiera subulata,25,Shrub,Widespread,Mesic,0.00275,ND,Lavoisiera_subulata,NA
207,80,Lavoisiera subulata,Lavoisiera subulata,25,Shrub,Widespread,Mesic,0.00275,ND,Lavoisiera_subulata,14.41666667
208,80,Lavoisiera subulata,Lavoisiera subulata,25,Shrub,Widespread,Mesic,0.00275,ND,Lavoisiera_subulata,14.83333333
209,80,Lavoisiera subulata,Lavoisiera subulata,30,Shrub,Widespread,Mesic,0.00275,ND,Lavoisiera_subulata,15
210,80,Lavoisiera subulata,Lavoisiera subulata,30,Shrub,Widespread,Mesic,0.00275,ND,Lavoisiera_subulata,15.33333333
211,80,Lavoisiera subulata,Lavoisiera subulata,30,Shrub,Widespread,Mesic,0.00275,ND,Lavoisiera_subulata,14.75
212,80,Lavoisiera subulata,Lavoisiera subulata,30,Shrub,Widespread,Mesic,0.00275,ND,Lavoisiera_subulata,14.75
213,80,Leandra aurea,Leandra aurea,25,Shrub,Widespread,Mesic,0.25,ND,Leandra_aurea,13.375
214,80,Leandra aurea,Leandra aurea,25,Shrub,Widespread,Mesic,0.25,ND,Leandra_aurea,15.66666667
215,80,Leandra aurea,Leandra aurea,25,Shrub,Widespread,Mesic,0.25,ND,Leandra_aurea,13.75
216,80,Leandra aurea,Leandra aurea,25,Shrub,Widespread,Mesic,0.25,ND,Leandra_aurea,13
217,80,Leandra aurea,Leandra aurea,30,Shrub,Widespread,Mesic,0.25,ND,Leandra_aurea,23.75
218,80,Leandra aurea,Leandra aurea,30,Shrub,Widespread,Mesic,0.25,ND,Leandra_aurea,NA
219,80,Leandra aurea,Leandra aurea,30,Shrub,Widespread,Mesic,0.25,ND,Leandra_aurea,24.5
220,80,Leandra aurea,Leandra aurea,30,Shrub,Widespread,Mesic,0.25,ND,Leandra_aurea,16.5
221,80,Miconia albicans,Miconia albicans,25,Shrub,Widespread,Xeric,0.007425,ND,Miconia_albicans,10
222,80,Miconia albicans,Miconia albicans,25,Shrub,Widespread,Xeric,0.007425,ND,Miconia_albicans,11.25
223,80,Miconia albicans,Miconia albicans,25,Shrub,Widespread,Xeric,0.007425,ND,Miconia_albicans,10.125
224,80,Miconia albicans,Miconia albicans,25,Shrub,Widespread,Xeric,0.007425,ND,Miconia_albicans,10.6
225,80,Miconia albicans,Miconia albicans,30,Shrub,Widespread,Xeric,0.007425,ND,Miconia_albicans,9.571428571
226,80,Miconia albicans,Miconia albicans,30,Shrub,Widespread,Xeric,0.007425,ND,Miconia_albicans,10.3
227,80,Miconia albicans,Miconia albicans,30,Shrub,Widespread,Xeric,0.007425,ND,Miconia_albicans,9.9
228,80,Miconia albicans,Miconia albicans,30,Shrub,Widespread,Xeric,0.007425,ND,Miconia_albicans,9.75
229,80,Miconia alborufescens,Miconia alborufescens,25,Shrub,Widespread,Xeric,0.01245,ND,Miconia_alborufescens,7.375
230,80,Miconia alborufescens,Miconia alborufescens,25,Shrub,Widespread,Xeric,0.01245,ND,Miconia_alborufescens,8.75
231,80,Miconia alborufescens,Miconia alborufescens,25,Shrub,Widespread,Xeric,0.01245,ND,Miconia_alborufescens,9
232,80,Miconia alborufescens,Miconia alborufescens,25,Shrub,Widespread,Xeric,0.01245,ND,Miconia_alborufescens,7.375
233,80,Miconia alborufescens,Miconia alborufescens,30,Shrub,Widespread,Xeric,0.01245,ND,Miconia_alborufescens,17.75
234,80,Miconia alborufescens,Miconia alborufescens,30,Shrub,Widespread,Xeric,0.01245,ND,Miconia_alborufescens,8.75
235,80,Miconia alborufescens,Miconia alborufescens,30,Shrub,Widespread,Xeric,0.01245,ND,Miconia_alborufescens,10.5
236,80,Miconia alborufescens,Miconia alborufescens,30,Shrub,Widespread,Xeric,0.01245,ND,Miconia_alborufescens,NA
237,80,Miconia chamissois,Miconia chamissois,25,Shrub,Widespread,Mesic,0.047,ND,Miconia_chamissois,9.727272727
238,80,Miconia chamissois,Miconia chamissois,25,Shrub,Widespread,Mesic,0.047,ND,Miconia_chamissois,9.3
239,80,Miconia chamissois,Miconia chamissois,25,Shrub,Widespread,Mesic,0.047,ND,Miconia_chamissois,9.272727273
240,80,Miconia chamissois,Miconia chamissois,25,Shrub,Widespread,Mesic,0.047,ND,Miconia_chamissois,9.8
241,80,Miconia chamissois,Miconia chamissois,30,Shrub,Widespread,Mesic,0.047,ND,Miconia_chamissois,15.33333333
242,80,Miconia chamissois,Miconia chamissois,30,Shrub,Widespread,Mesic,0.047,ND,Miconia_chamissois,18.5
243,80,Miconia chamissois,Miconia chamissois,30,Shrub,Widespread,Mesic,0.047,ND,Miconia_chamissois,17.8
244,80,Miconia chamissois,Miconia chamissois,30,Shrub,Widespread,Mesic,0.047,ND,Miconia_chamissois,15.5
245,80,Miconia cipoensis,Miconia cipoensis,25,Shrub,Restricted,Xeric,0.027725,ND,Miconia_cipoensis,18.375
246,80,Miconia cipoensis,Miconia cipoensis,25,Shrub,Restricted,Xeric,0.027725,ND,Miconia_cipoensis,18.125
247,80,Miconia cipoensis,Miconia cipoensis,25,Shrub,Restricted,Xeric,0.027725,ND,Miconia_cipoensis,22.33333333
248,80,Miconia cipoensis,Miconia cipoensis,25,Shrub,Restricted,Xeric,0.027725,ND,Miconia_cipoensis,19.5
249,80,Miconia cipoensis,Miconia cipoensis,30,Shrub,Restricted,Xeric,0.027725,ND,Miconia_cipoensis,21.5
250,80,Miconia cipoensis,Miconia cipoensis,30,Shrub,Restricted,Xeric,0.027725,ND,Miconia_cipoensis,NA
251,80,Miconia cipoensis,Miconia cipoensis,30,Shrub,Restricted,Xeric,0.027725,ND,Miconia_cipoensis,21.58333333
252,80,Miconia cipoensis,Miconia cipoensis,30,Shrub,Restricted,Xeric,0.027725,ND,Miconia_cipoensis,21.66666667
253,80,Miconia ibaguensis,Miconia ibaguensis,25,Shrub,Widespread,Mesic,0.0012,ND,Miconia_ibaguensis,21
254,80,Miconia ibaguensis,Miconia ibaguensis,25,Shrub,Widespread,Mesic,0.0012,ND,Miconia_ibaguensis,18.875
255,80,Miconia ibaguensis,Miconia ibaguensis,25,Shrub,Widespread,Mesic,0.0012,ND,Miconia_ibaguensis,22.75
256,80,Miconia ibaguensis,Miconia ibaguensis,25,Shrub,Widespread,Mesic,0.0012,ND,Miconia_ibaguensis,17.5
257,80,Miconia ibaguensis,Miconia ibaguensis,30,Shrub,Widespread,Mesic,0.0012,ND,Miconia_ibaguensis,17
258,80,Miconia ibaguensis,Miconia ibaguensis,30,Shrub,Widespread,Mesic,0.0012,ND,Miconia_ibaguensis,16.5
259,80,Miconia ibaguensis,Miconia ibaguensis,30,Shrub,Widespread,Mesic,0.0012,ND,Miconia_ibaguensis,20.5
260,80,Miconia ibaguensis,Miconia ibaguensis,30,Shrub,Widespread,Mesic,0.0012,ND,Miconia_ibaguensis,24
261,80,Miconia stenostachya,Miconia stenostachya,25,Shrub,Widespread,Xeric,0.0041,ND,Miconia_stenostachya,12.5
262,80,Miconia stenostachya,Miconia stenostachya,25,Shrub,Widespread,Xeric,0.0041,ND,Miconia_stenostachya,NA
263,80,Miconia stenostachya,Miconia stenostachya,25,Shrub,Widespread,Xeric,0.0041,ND,Miconia_stenostachya,13.83333333
264,80,Miconia stenostachya,Miconia stenostachya,25,Shrub,Widespread,Xeric,0.0041,ND,Miconia_stenostachya,17.5
265,80,Miconia stenostachya,Miconia stenostachya,30,Shrub,Widespread,Xeric,0.0041,ND,Miconia_stenostachya,25.75
266,80,Miconia stenostachya,Miconia stenostachya,30,Shrub,Widespread,Xeric,0.0041,ND,Miconia_stenostachya,22.5
267,80,Miconia stenostachya,Miconia stenostachya,30,Shrub,Widespread,Xeric,0.0041,ND,Miconia_stenostachya,NA
268,80,Miconia stenostachya,Miconia stenostachya,30,Shrub,Widespread,Xeric,0.0041,ND,Miconia_stenostachya,17.5
269,80,Miconia theaezans,Miconia theaezans,25,Shrub,Widespread,Mesic,0.00138,ND,Miconia_theaezans,14.25
270,80,Miconia theaezans,Miconia theaezans,25,Shrub,Widespread,Mesic,0.00138,ND,Miconia_theaezans,13.5
271,80,Miconia theaezans,Miconia theaezans,25,Shrub,Widespread,Mesic,0.00138,ND,Miconia_theaezans,15.71428571
272,80,Miconia theaezans,Miconia theaezans,25,Shrub,Widespread,Mesic,0.00138,ND,Miconia_theaezans,15.75
273,80,Miconia theaezans,Miconia theaezans,30,Shrub,Widespread,Mesic,0.00138,ND,Miconia_theaezans,12.3
274,80,Miconia theaezans,Miconia theaezans,30,Shrub,Widespread,Mesic,0.00138,ND,Miconia_theaezans,12.2
275,80,Miconia theaezans,Miconia theaezans,30,Shrub,Widespread,Mesic,0.00138,ND,Miconia_theaezans,12.4
276,80,Miconia theaezans,Miconia theaezans,30,Shrub,Widespread,Mesic,0.00138,ND,Miconia_theaezans,13
277,80,Rhynchanthera cordata,Rhynchanthera cordata,25,Shrub,Widespread,Mesic,0.00255,ND,Rhynchanthera_cordata,4.666666667
278,80,Rhynchanthera cordata,Rhynchanthera cordata,25,Shrub,Widespread,Mesic,0.00255,ND,Rhynchanthera_cordata,4.791666667
279,80,Rhynchanthera cordata,Rhynchanthera cordata,25,Shrub,Widespread,Mesic,0.00255,ND,Rhynchanthera_cordata,5.75
280,80,Rhynchanthera cordata,Rhynchanthera cordata,25,Shrub,Widespread,Mesic,0.00255,ND,Rhynchanthera_cordata,6.111111111
281,80,Rhynchanthera cordata,Rhynchanthera cordata,30,Shrub,Widespread,Mesic,0.00255,ND,Rhynchanthera_cordata,4.75
282,80,Rhynchanthera cordata,Rhynchanthera cordata,30,Shrub,Widespread,Mesic,0.00255,ND,Rhynchanthera_cordata,4.766666667
283,80,Rhynchanthera cordata,Rhynchanthera cordata,30,Shrub,Widespread,Mesic,0.00255,ND,Rhynchanthera_cordata,25.66666667
284,80,Rhynchanthera cordata,Rhynchanthera cordata,30,Shrub,Widespread,Mesic,0.00255,ND,Rhynchanthera_cordata,7.142857143
285,91,Anemopaegma carajasense,Anemopaegma carajasense,25,Shrub,Restricted,Xeric,36.637,ND,Anemopaegma_paraense,13
286,91,Anemopaegma carajasense,Anemopaegma carajasense,25,Shrub,Restricted,Xeric,36.637,ND,Anemopaegma_paraense,13.5
287,91,Anemopaegma carajasense,Anemopaegma carajasense,25,Shrub,Restricted,Xeric,36.637,ND,Anemopaegma_paraense,13.33333333
288,91,Anemopaegma carajasense,Anemopaegma carajasense,25,Shrub,Restricted,Xeric,36.637,ND,Anemopaegma_paraense,14
289,91,Anemopaegma carajasense,Anemopaegma carajasense,25,Shrub,Restricted,Xeric,36.637,ND,Anemopaegma_paraense,NA
290,91,Anemopaegma carajasense,Anemopaegma carajasense,25,Shrub,Restricted,Xeric,36.637,ND,Anemopaegma_paraense,13.5
291,91,Anemopaegma carajasense,Anemopaegma carajasense,30,Shrub,Restricted,Xeric,36.637,ND,Anemopaegma_paraense,8.5
292,91,Anemopaegma carajasense,Anemopaegma carajasense,30,Shrub,Restricted,Xeric,36.637,ND,Anemopaegma_paraense,12.5
293,91,Anemopaegma carajasense,Anemopaegma carajasense,30,Shrub,Restricted,Xeric,36.637,ND,Anemopaegma_paraense,10.16666667
294,91,Anemopaegma carajasense,Anemopaegma carajasense,30,Shrub,Restricted,Xeric,36.637,ND,Anemopaegma_paraense,8.75
295,91,Anemopaegma carajasense,Anemopaegma carajasense,30,Shrub,Restricted,Xeric,36.637,ND,Anemopaegma_paraense,NA
296,91,Anemopaegma carajasense,Anemopaegma carajasense,30,Shrub,Restricted,Xeric,36.637,ND,Anemopaegma_paraense,11.5
297,91,Dyckia duckei,Dyckia duckei,25,Herb,Restricted,Xeric,0.976,ND,Dyckia_duckei,14.25
298,91,Dyckia duckei,Dyckia duckei,25,Herb,Restricted,Xeric,0.976,ND,Dyckia_duckei,14.33333333
299,91,Dyckia duckei,Dyckia duckei,25,Herb,Restricted,Xeric,0.976,ND,Dyckia_duckei,16
300,91,Dyckia duckei,Dyckia duckei,25,Herb,Restricted,Xeric,0.976,ND,Dyckia_duckei,14.75
301,91,Dyckia duckei,Dyckia duckei,25,Herb,Restricted,Xeric,0.976,ND,Dyckia_duckei,14
302,91,Dyckia duckei,Dyckia duckei,25,Herb,Restricted,Xeric,0.976,ND,Dyckia_duckei,17.16666667
303,91,Dyckia duckei,Dyckia duckei,30,Herb,Restricted,Xeric,0.976,ND,Dyckia_duckei,16
304,91,Dyckia duckei,Dyckia duckei,30,Herb,Restricted,Xeric,0.976,ND,Dyckia_duckei,16.5
305,91,Dyckia duckei,Dyckia duckei,30,Herb,Restricted,Xeric,0.976,ND,Dyckia_duckei,18.5
306,91,Dyckia duckei,Dyckia duckei,30,Herb,Restricted,Xeric,0.976,ND,Dyckia_duckei,16
307,91,Dyckia duckei,Dyckia duckei,30,Herb,Restricted,Xeric,0.976,ND,Dyckia_duckei,18.33333333
308,91,Dyckia duckei,Dyckia duckei,30,Herb,Restricted,Xeric,0.976,ND,Dyckia_duckei,17.25
309,91,Bauhinia pulchella,Bauhinia pulchella,25,Shrub,Widespread,Mesic/Xeric,44.725,ND,Bauhinia_pulchella,8.875
310,91,Bauhinia pulchella,Bauhinia pulchella,25,Shrub,Widespread,Mesic/Xeric,44.725,ND,Bauhinia_pulchella,8.416666667
311,91,Bauhinia pulchella,Bauhinia pulchella,25,Shrub,Widespread,Mesic/Xeric,44.725,ND,Bauhinia_pulchella,11.5
312,91,Bauhinia pulchella,Bauhinia pulchella,25,Shrub,Widespread,Mesic/Xeric,44.725,ND,Bauhinia_pulchella,8.625
313,91,Bauhinia pulchella,Bauhinia pulchella,25,Shrub,Widespread,Mesic/Xeric,44.725,ND,Bauhinia_pulchella,8.4375
314,91,Bauhinia pulchella,Bauhinia pulchella,25,Shrub,Widespread,Mesic/Xeric,44.725,ND,Bauhinia_pulchella,8.590909091
315,91,Bauhinia pulchella,Bauhinia pulchella,30,Shrub,Widespread,Mesic/Xeric,44.725,ND,Bauhinia_pulchella,NA
316,91,Bauhinia pulchella,Bauhinia pulchella,30,Shrub,Widespread,Mesic/Xeric,44.725,ND,Bauhinia_pulchella,11
317,91,Bauhinia pulchella,Bauhinia pulchella,30,Shrub,Widespread,Mesic/Xeric,44.725,ND,Bauhinia_pulchella,NA
318,91,Bauhinia pulchella,Bauhinia pulchella,30,Shrub,Widespread,Mesic/Xeric,44.725,ND,Bauhinia_pulchella,NA
319,91,Bauhinia pulchella,Bauhinia pulchella,30,Shrub,Widespread,Mesic/Xeric,44.725,ND,Bauhinia_pulchella,NA
320,91,Bauhinia pulchella,Bauhinia pulchella,30,Shrub,Widespread,Mesic/Xeric,44.725,ND,Bauhinia_pulchella,NA
321,91,Mimosa acutistipula var. ferrea,Mimosa acutistipula var. ferrea,25,Shrub,Widespread,Xeric,6.1285,ND,Mimosa_acutistipula,19.5
322,91,Mimosa acutistipula var. ferrea,Mimosa acutistipula var. ferrea,25,Shrub,Widespread,Xeric,6.1285,ND,Mimosa_acutistipula,NA
323,91,Mimosa acutistipula var. ferrea,Mimosa acutistipula var. ferrea,25,Shrub,Widespread,Xeric,6.1285,ND,Mimosa_acutistipula,14.5
324,91,Mimosa acutistipula var. ferrea,Mimosa acutistipula var. ferrea,25,Shrub,Widespread,Xeric,6.1285,ND,Mimosa_acutistipula,NA
325,91,Mimosa acutistipula var. ferrea,Mimosa acutistipula var. ferrea,25,Shrub,Widespread,Xeric,6.1285,ND,Mimosa_acutistipula,23.5
326,91,Mimosa acutistipula var. ferrea,Mimosa acutistipula var. ferrea,25,Shrub,Widespread,Xeric,6.1285,ND,Mimosa_acutistipula,20.5
327,91,Mimosa acutistipula var. ferrea,Mimosa acutistipula var. ferrea,30,Shrub,Widespread,Xeric,6.1285,ND,Mimosa_acutistipula,19.5
328,91,Mimosa acutistipula var. ferrea,Mimosa acutistipula var. ferrea,30,Shrub,Widespread,Xeric,6.1285,ND,Mimosa_acutistipula,7.5
329,91,Mimosa acutistipula var. ferrea,Mimosa acutistipula var. ferrea,30,Shrub,Widespread,Xeric,6.1285,ND,Mimosa_acutistipula,NA
330,91,Mimosa acutistipula var. ferrea,Mimosa acutistipula var. ferrea,30,Shrub,Widespread,Xeric,6.1285,ND,Mimosa_acutistipula,NA
331,91,Mimosa acutistipula var. ferrea,Mimosa acutistipula var. ferrea,30,Shrub,Widespread,Xeric,6.1285,ND,Mimosa_acutistipula,24.5
332,91,Mimosa acutistipula var. ferrea,Mimosa acutistipula var. ferrea,30,Shrub,Widespread,Xeric,6.1285,ND,Mimosa_acutistipula,26.5
333,91,Mimosa dasilvae,Mimosa dasilvae,25,Shrub,Restricted,Mesic,13.143,ND,Mimosa_dasilvae,NA
334,91,Mimosa dasilvae,Mimosa dasilvae,25,Shrub,Restricted,Mesic,13.143,ND,Mimosa_dasilvae,NA
335,91,Mimosa dasilvae,Mimosa dasilvae,25,Shrub,Restricted,Mesic,13.143,ND,Mimosa_dasilvae,7.5
336,91,Mimosa dasilvae,Mimosa dasilvae,25,Shrub,Restricted,Mesic,13.143,ND,Mimosa_dasilvae,9.166666667
337,91,Mimosa dasilvae,Mimosa dasilvae,25,Shrub,Restricted,Mesic,13.143,ND,Mimosa_dasilvae,10
338,91,Mimosa dasilvae,Mimosa dasilvae,25,Shrub,Restricted,Mesic,13.143,ND,Mimosa_dasilvae,9.5
339,91,Mimosa dasilvae,Mimosa dasilvae,30,Shrub,Restricted,Mesic,13.143,ND,Mimosa_dasilvae,NA
340,91,Mimosa dasilvae,Mimosa dasilvae,30,Shrub,Restricted,Mesic,13.143,ND,Mimosa_dasilvae,NA
341,91,Mimosa dasilvae,Mimosa dasilvae,30,Shrub,Restricted,Mesic,13.143,ND,Mimosa_dasilvae,7.166666667
342,91,Mimosa dasilvae,Mimosa dasilvae,30,Shrub,Restricted,Mesic,13.143,ND,Mimosa_dasilvae,6.5
343,91,Mimosa dasilvae,Mimosa dasilvae,30,Shrub,Restricted,Mesic,13.143,ND,Mimosa_dasilvae,28.5
344,91,Mimosa dasilvae,Mimosa dasilvae,30,Shrub,Restricted,Mesic,13.143,ND,Mimosa_dasilvae,NA
345,91,Chelonanthus purpurascens,Chelonanthus purpurascens,25,Herb,Widespread,Mesic,0.02075,ND,Calolisianthus_purpurascens,28.25
346,91,Chelonanthus purpurascens,Chelonanthus purpurascens,25,Herb,Widespread,Mesic,0.02075,ND,Calolisianthus_purpurascens,NA
347,91,Chelonanthus purpurascens,Chelonanthus purpurascens,25,Herb,Widespread,Mesic,0.02075,ND,Calolisianthus_purpurascens,26.5
348,91,Chelonanthus purpurascens,Chelonanthus purpurascens,25,Herb,Widespread,Mesic,0.02075,ND,Calolisianthus_purpurascens,23.5
349,91,Chelonanthus purpurascens,Chelonanthus purpurascens,25,Herb,Widespread,Mesic,0.02075,ND,Calolisianthus_purpurascens,23.5
350,91,Chelonanthus purpurascens,Chelonanthus purpurascens,25,Herb,Widespread,Mesic,0.02075,ND,Calolisianthus_purpurascens,27.5
351,91,Chelonanthus purpurascens,Chelonanthus purpurascens,30,Herb,Widespread,Mesic,0.02075,ND,Calolisianthus_purpurascens,25
352,91,Chelonanthus purpurascens,Chelonanthus purpurascens,30,Herb,Widespread,Mesic,0.02075,ND,Calolisianthus_purpurascens,27.16666667
353,91,Chelonanthus purpurascens,Chelonanthus purpurascens,30,Herb,Widespread,Mesic,0.02075,ND,Calolisianthus_purpurascens,27.16666667
354,91,Chelonanthus purpurascens,Chelonanthus purpurascens,30,Herb,Widespread,Mesic,0.02075,ND,Calolisianthus_purpurascens,23.66666667
355,91,Chelonanthus purpurascens,Chelonanthus purpurascens,30,Herb,Widespread,Mesic,0.02075,ND,Calolisianthus_purpurascens,28.5
356,91,Chelonanthus purpurascens,Chelonanthus purpurascens,30,Herb,Widespread,Mesic,0.02075,ND,Calolisianthus_purpurascens,30.5
357,91,Pleroma carajasense,Pleroma carajasense,25,Shrub,Widespread,Xeric,0.081,ND,Tibouchina_riedeliana,20.5
358,91,Pleroma carajasense,Pleroma carajasense,25,Shrub,Widespread,Xeric,0.081,ND,Tibouchina_riedeliana,18
359,91,Pleroma carajasense,Pleroma carajasense,25,Shrub,Widespread,Xeric,0.081,ND,Tibouchina_riedeliana,19.5
360,91,Pleroma carajasense,Pleroma carajasense,25,Shrub,Widespread,Xeric,0.081,ND,Tibouchina_riedeliana,14.5
361,91,Pleroma carajasense,Pleroma carajasense,25,Shrub,Widespread,Xeric,0.081,ND,Tibouchina_riedeliana,18.5
362,91,Pleroma carajasense,Pleroma carajasense,25,Shrub,Widespread,Xeric,0.081,ND,Tibouchina_riedeliana,17.5
363,91,Pleroma carajasense,Pleroma carajasense,30,Shrub,Widespread,Xeric,0.081,ND,Tibouchina_riedeliana,16.5
364,91,Pleroma carajasense,Pleroma carajasense,30,Shrub,Widespread,Xeric,0.081,ND,Tibouchina_riedeliana,NA
365,91,Pleroma carajasense,Pleroma carajasense,30,Shrub,Widespread,Xeric,0.081,ND,Tibouchina_riedeliana,19.5
366,91,Pleroma carajasense,Pleroma carajasense,30,Shrub,Widespread,Xeric,0.081,ND,Tibouchina_riedeliana,22.5
367,91,Pleroma carajasense,Pleroma carajasense,30,Shrub,Widespread,Xeric,0.081,ND,Tibouchina_riedeliana,24.5
368,91,Pleroma carajasense,Pleroma carajasense,30,Shrub,Widespread,Xeric,0.081,ND,Tibouchina_riedeliana,15.5
369,91,Borreria elaiosulcata,Borreria elaiosulcata,25,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata,NA
370,91,Borreria elaiosulcata,Borreria elaiosulcata,25,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata,NA
371,91,Borreria elaiosulcata,Borreria elaiosulcata,25,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata,21.5
372,91,Borreria elaiosulcata,Borreria elaiosulcata,25,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata,NA
373,91,Borreria elaiosulcata,Borreria elaiosulcata,25,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata,28.5
374,91,Borreria elaiosulcata,Borreria elaiosulcata,25,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata,NA
375,91,Borreria elaiosulcata,Borreria elaiosulcata,30,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata,9.666666667
376,91,Borreria elaiosulcata,Borreria elaiosulcata,30,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata,8.833333333
377,91,Borreria elaiosulcata,Borreria elaiosulcata,30,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata,8.25
378,91,Borreria elaiosulcata,Borreria elaiosulcata,30,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata,8.5
379,91,Borreria elaiosulcata,Borreria elaiosulcata,30,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata,8.625
380,91,Borreria elaiosulcata,Borreria elaiosulcata,30,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata,9.428571429
381,91,Mitracarpus carajasensis,Mitracarpus carajasensis,25,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis,26
382,91,Mitracarpus carajasensis,Mitracarpus carajasensis,25,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis,19.75
383,91,Mitracarpus carajasensis,Mitracarpus carajasensis,25,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis,20
384,91,Mitracarpus carajasensis,Mitracarpus carajasensis,25,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis,27
385,91,Mitracarpus carajasensis,Mitracarpus carajasensis,25,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis,NA
386,91,Mitracarpus carajasensis,Mitracarpus carajasensis,25,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis,25.5
387,91,Mitracarpus carajasensis,Mitracarpus carajasensis,30,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis,NA
388,91,Mitracarpus carajasensis,Mitracarpus carajasensis,30,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis,17.5
389,91,Mitracarpus carajasensis,Mitracarpus carajasensis,30,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis,19
390,91,Mitracarpus carajasensis,Mitracarpus carajasensis,30,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis,15.5
391,91,Mitracarpus carajasensis,Mitracarpus carajasensis,30,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis,17
392,91,Mitracarpus carajasensis,Mitracarpus carajasensis,30,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis,17.83333333
393,91,Vellozia glauca,Vellozia glauca,25,Shrub,Widespread,Xeric,1.045,ND,Vellozia_glauca,23.5
394,91,Vellozia glauca,Vellozia glauca,25,Shrub,Widespread,Xeric,1.045,ND,Vellozia_glauca,15.75
395,91,Vellozia glauca,Vellozia glauca,25,Shrub,Widespread,Xeric,1.045,ND,Vellozia_glauca,20.5
396,91,Vellozia glauca,Vellozia glauca,25,Shrub,Widespread,Xeric,1.045,ND,Vellozia_glauca,17.75
397,91,Vellozia glauca,Vellozia glauca,25,Shrub,Widespread,Xeric,1.045,ND,Vellozia_glauca,NA
398,91,Vellozia glauca,Vellozia glauca,25,Shrub,Widespread,Xeric,1.045,ND,Vellozia_glauca,18.5
399,91,Vellozia glauca,Vellozia glauca,30,Shrub,Widespread,Xeric,1.045,ND,Vellozia_glauca,16.66666667
400,91,Vellozia glauca,Vellozia glauca,30,Shrub,Widespread,Xeric,1.045,ND,Vellozia_glauca,16.5
401,91,Vellozia glauca,Vellozia glauca,30,Shrub,Widespread,Xeric,1.045,ND,Vellozia_glauca,21.5
402,91,Vellozia glauca,Vellozia glauca,30,Shrub,Widespread,Xeric,1.045,ND,Vellozia_glauca,17
403,91,Vellozia glauca,Vellozia glauca,30,Shrub,Widespread,Xeric,1.045,ND,Vellozia_glauca,16.5
404,91,Vellozia glauca,Vellozia glauca,30,Shrub,Widespread,Xeric,1.045,ND,Vellozia_glauca,18.25
405,91,Xyris brachysepala,Xyris brachysepala,25,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala,15.16666667
406,91,Xyris brachysepala,Xyris brachysepala,25,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala,14.64285714
407,91,Xyris brachysepala,Xyris brachysepala,25,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala,16.75
408,91,Xyris brachysepala,Xyris brachysepala,25,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala,14.125
409,91,Xyris brachysepala,Xyris brachysepala,25,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala,15.16666667
410,91,Xyris brachysepala,Xyris brachysepala,25,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala,14.25
411,91,Xyris brachysepala,Xyris brachysepala,30,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala,NA
